Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
1,0,2011-12,ESB 6255,6255,,,,,2012-03-29,0,1,ESB 6255,Effective date 6/7/2012.,0,C 142 L 12,0,1,2012-01-16,AN ACT Relating to victims of human trafficking and promoting prostitution;,1,Concerning victims of human trafficking  and promoting prostitution.,Senate,143,S-3490.1,0,0,0,0,Prostitution crimes,Bill,B,(Fraser),1,0
1,0,2011-12,SB 6256,6256,,,,,2012-03-29,0,0,SB 6256,Effective date 6/7/2012.,0,C 143 L 12,0,0,2012-01-16,AN ACT Relating to adding commercial sexual abuse of a minor to the list of criminal street gang-related offenses;,1,Adding commercial sexual abuse of a minor to the list of criminal street gang-related offenses.,Senate,972,S-3635.1,0,0,0,0,Gangs/commercial sex abuse,Bill,B,(Conway),1,0
1,0,2011-12,ESB 6257,6257,,,,,2012-03-29,1,1,ESB 6257,Effective date 6/7/2012.,0,C 144 L 12,0,1,2012-01-16,AN ACT Relating to a sexually explicit act;,1,Addressing sexually explicit performance. (REVISED FOR ENGROSSED: Addressing a sexually explicit act. ),Senate,361,S-3632.1,0,0,0,0,Sexually explicit act,Bill,B,(Roach),1,0
0,0,2011-12,SB 6258,6258,,,,,2012-02-08,0,0,SB 6258,1st substitute bill substituted.,0,S subst for,0,0,2012-01-16,AN ACT Relating to unaccompanied persons;,0,Concerning unaccompanied persons.,Senate,657,S-3172.1,0,0,0,0,Unaccompanied persons,Bill,B,(Stevens),1,0
1,0,2011-12,SSB 6258,6258,,,,,2012-03-29,0,0,SSB 6258,Effective date 1/1/2013.,0,C 145 L 12,0,0,2012-02-03,AN ACT Relating to unaccompanied persons;,1,Concerning unaccompanied persons.,Senate,657,S-4469.1,0,0,0,0,Unaccompanied persons,Bill,B,(Stevens),1,1
1,0,2011-12,SB 6259,6259,,,,,2012-04-11,0,0,SB 6259,"By resolution, reintroduced and retained in present status.",0,S Judiciary,0,0,2012-01-16,AN ACT Relating to restitution for human trafficking and prostitution;,0,Addressing restitution for human trafficking and prostitution.,Senate,655,S-3613.1,0,0,0,0,Prostitution restitution,Bill,B,(Shin),0,0
0,0,2011-12,SB 6260,6260,,,,,2012-02-10,0,0,SB 6260,1st substitute bill substituted.,0,S subst for,0,0,2012-01-16,AN ACT Relating to criminal offenses;,1,Revising registration requirements and fees charged for various criminal offenses.,Senate,1574,S-3633.1,0,0,0,0,"Criminal offenses/fees, etc.",Bill,B,(Delvin),1,0
1,0,2011-12,ESSB 6260,6260,,,,,2012-04-11,0,1,ESSB 6260,"By resolution, reintroduced and retained in present status.",0,S Rules 3,0,1,2012-02-03,AN ACT Relating to criminal offenses;,0,Revising registration requirements and fees charged for various criminal offenses.,Senate,1574,S-4294.2,0,0,0,0,"Criminal offenses/fees, etc.",Bill,B,(Delvin),0,1
1,0,2011-12,SB 6261,6261,,,,,2012-04-11,0,0,SB 6261,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2012-01-16,AN ACT Relating to notification of release of a person following dismissal of charges based on incompetence to stand trial;,0,Requiring notification of release of a person following dismissal of charges based on incompetence to stand trial.,Senate,644,S-3562.2,0,0,0,0,Incompetence to stand trial,Bill,B,(Kohl-Welles),1,0
1,0,2011-12,SB 6262,6262,,2011-12,HB 2494,HRules C,2012-04-11,0,0,SB 6262,"By resolution, reintroduced and retained in present status.",0,S Rules 2,0,0,2012-01-16,AN ACT Relating to limitations on state debt;,0,Implementing the recommendations of the commission on state debt.,Senate,2142,Z-0934.1,0,0,0,1,State debt limitations,Bill,B,(Parlette),1,0
1,0,2011-12,SSB 6262,6262,,,,,2012-04-11,0,1,SSB 6262,"By resolution, reintroduced and retained in present status.",0,S Rules 2,0,0,2012-02-16,AN ACT Relating to limitations on state debt;,0,Implementing the recommendations of the commission on state debt. (REVISED FOR ENGROSSED: Regarding limitations on state debt. ),Senate,2142,S-4830.4,0,0,0,1,State debt limitations,Bill,B,WM(Parlette),0,1
0,0,2011-12,SB 6263,6263,,2011-12,HB 2618,HRules R,2012-02-10,0,0,SB 6263,2nd substitute bill substituted.,0,S subst for,0,0,2012-01-16,AN ACT Relating to facilitating marine management planning;,0,Facilitating marine management planning.,Senate,14074,S-3596.3,0,0,0,0,Marine management planning,Bill,B,(Ranker),1,0
0,0,2011-12,SSB 6263,6263,,,,,2012-02-10,0,0,SSB 6263,2nd substitute bill substituted.,0,S subst for,0,0,2012-01-31,AN ACT Relating to facilitating marine management planning;,0,Facilitating marine management planning.,Senate,14074,S-4110.1,0,0,0,0,Marine management planning,Bill,B,(Ranker),0,1
1,0,2011-12,2SSB 6263,6263,,,,,2012-03-30,1,1,2SSB 6263,Effective date 6/7/2012.,1,C 252 L 12,0,0,2012-02-07,AN ACT Relating to facilitating marine management planning;,0,Facilitating marine management planning.,Senate,14074,S-4641.1,0,0,0,0,Marine management planning,Bill,B,WM(Ranker),1,2
1,0,2011-12,SB 6264,6264,,,,,2012-04-11,0,0,SB 6264,"By resolution, reintroduced and retained in present status.",0,S Energy/NatRes/,0,0,2012-01-16,AN ACT Relating to establishing the center for marine innovation;,0,Establishing the center for marine innovation.,Senate,14074,S-3553.4,0,0,0,0,Center for marine innovation,Bill,B,(Ranker),1,0
1,0,2011-12,SB 6265,6265,,,,,2012-04-11,0,0,SB 6265,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2012-01-16,"AN ACT Relating to regulating the medical use of cannabis through nonprofit patient cooperatives, collective gardens, local government regulation of nonprofit patient cooperatives and collective gardens, security requirements for the transportation of cannabis, affirmative defense and arrest and prosecution protections, establishing a voluntary registry within the department of health, modifying the Washington state institute for public policy study, and providing technical corrections;",1,Addressing the medical use of cannabis.,Senate,644,S-3377.8,0,0,0,0,Medical use of cannabis,Bill,B,(Kohl-Welles),1,0
1,0,2011-12,SSB 6265,6265,,,,,2012-04-11,0,1,SSB 6265,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2012-02-01,"AN ACT Relating to regulating the medical use of cannabis through nonprofit patient cooperatives, collective gardens, local government regulation of nonprofit patient cooperatives and collective gardens, security requirements for the transportation of cannabis, affirmative defense and arrest and prosecution protections, establishing a voluntary registry within the department of health, modifying the Washington state institute for public policy study, and providing technical corrections;",1,Addressing the medical use of cannabis.,Senate,644,S-4265.2,0,0,0,0,Medical use of cannabis,Bill,B,(Kohl-Welles),1,1
1,0,2011-12,SB 6266,6266,,,,,2012-04-11,0,0,SB 6266,"By resolution, reintroduced and retained in present status.",0,S HighEd&WorkDev,0,0,2012-01-16,AN ACT Relating to creation of a statewide database of disability accommodation resources;,0,Creating a statewide database of disability accommodation resources.,Senate,655,S-3805.1,0,0,0,0,Disability accommodation,Bill,B,(Shin),1,0
1,0,2011-12,SB 6267,6267,,,,,2012-04-11,0,0,SB 6267,"By resolution, reintroduced and retained in present status.",0,S EL/K-12,0,0,2012-01-16,AN ACT Relating to improving access to higher education for students with disabilities;,0,Creating a task force on improving access to higher education for students with disabilities.,Senate,655,S-3839.1,0,0,0,0,Higher ed access/disability,Bill,B,(Shin),1,0
1,0,2011-12,SB 6268,6268,,2011-12,HB 2560,HAg & Nat Res,2012-04-11,0,0,SB 6268,"By resolution, reintroduced and retained in present status.",0,S Energy/NatRes/,0,0,2012-01-16,AN ACT Relating to achieving efficiencies in the stocking of trout in freshwater areas to enhance recreational fishing opportunities;,0,Achieving efficiencies in the stocking of trout in freshwater areas to enhance recreational fishing opportunities.,Senate,1666,S-3781.2,0,0,0,0,Freshwater trout stocking,Bill,B,(Swecker),1,0
1,0,2011-12,SB 6269,6269,,,,,2012-04-11,0,0,SB 6269,"By resolution, reintroduced and retained in present status.",0,S Ways & Means,0,0,2012-01-16,AN ACT Relating to higher education coordination;,0,Regarding higher education coordination.,Senate,14083,S-3821.1,0,0,0,0,Higher ed coordination,Bill,B,(Becker),0,0
1,0,2011-12,SSB 6269,6269,,,,,2012-04-11,0,0,SSB 6269,"By resolution, reintroduced and retained in present status.",0,S Ways & Means,0,0,2012-02-02,AN ACT Relating to higher education coordination;,0,Regarding higher education coordination.,Senate,14083,S-4457.1,0,0,0,0,Higher ed coordination,Bill,B,(Becker),0,1
1,0,2011-12,SB 6270,6270,,2011-12,HB 2621,HHC/Wellness,2012-04-11,0,0,SB 6270,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2012-01-16,AN ACT Relating to health care professionals not being required to participate in any public or private third-party reimbursement program as a condition of licensure;,0,Providing that health care professional licensees may not be required to participate in any public or private third-party reimbursement program.,Senate,14083,S-3529.1,0,0,0,0,Third-party reimbursement,Bill,B,(Becker),0,0
1,0,2011-12,SB 6271,6271,,,,,2012-04-11,0,0,SB 6271,"By resolution, reintroduced and retained in present status.",0,S Energy/NatRes/M,0,0,2012-01-16,AN ACT Relating to removing state and local protections for the Mazama pocket gopher;,0,Removing state and local protections for the Mazama pocket gopher.,Senate,14083,S-3621.1,0,0,0,0,Mazama pocket gopher,Bill,B,(Becker),0,0
1,0,2011-12,SB 6272,6272,,,,,2012-04-11,0,0,SB 6272,"By resolution, reintroduced and retained in present status.",0,S Judiciary,0,0,2012-01-16,AN ACT Relating to the right to protection;,0,Recognizing the right to protection.,Senate,657,S-3158.1,0,0,0,0,Right to protection,Bill,B,(Stevens),0,0
1,0,2011-12,SB 6273,6273,,,,,2012-04-11,0,0,SB 6273,"By resolution, reintroduced and retained in present status.",0,S EL/K-12,0,0,2012-01-16,AN ACT Relating to eliminating mandatory allocations under Initiative Measure No. 728;,0,Eliminating mandatory allocations under Initiative Measure No. 728.,Senate,657,S-3326.1,0,0,0,0,Initiative Measure No. 728,Bill,B,(Stevens),0,0
1,0,2011-12,SB 6274,6274,,,,,2012-04-11,0,0,SB 6274,"By resolution, reintroduced and retained in present status.",0,S Judiciary,0,0,2012-01-16,"AN ACT Relating to exempting a firearm, a firearm accessory, or ammunition manufactured and retained in Washington from federal regulation under the commerce clause of the Constitution of the United States;",0,"Exempting a firearm, a firearm accessory, or ammunition manufactured and retained in Washington from federal regulation under the commerce clause of the Constitution of the United States.",Senate,657,S-3157.1,0,0,0,0,Firearms and ammunition,Bill,B,(Stevens),0,0
1,0,2011-12,SB 6275,6275,,,,,2012-04-11,0,0,SB 6275,"By resolution, reintroduced and retained in present status.",0,S EDev/Trd/Innov,0,0,2012-01-16,AN ACT Relating to removing the expiration date from the self- employment assistance program;,0,Removing the expiration date from the self-employment assistance program.,Senate,11998,S-3333.1,0,0,0,0,Self-employment assistance,Bill,B,(Rolfes),1,0
1,0,2011-12,SB 6276,6276,,2011-12,HB 2522,HHC/Wellness,2012-04-11,0,0,SB 6276,"By resolution, reintroduced and retained in present status.",0,S Hea/L-T Care,0,0,2012-01-16,AN ACT Relating to certification of music therapists;,0,Requiring certification of music therapists.,Senate,972,S-3384.3,0,0,0,0,Music therapists,Bill,B,(Conway),1,0
0,0,2011-12,SB 6277,6277,,2011-12,HB 2489,HWays & Means,2012-03-05,0,0,SB 6277,1st substitute bill substituted.,0,S subst for,0,0,2012-01-16,AN ACT Relating to creating authority for counties to exempt from property taxation new and rehabilitated multiple-unit dwellings in certain unincorporated urban centers;,0,Creating authority for counties to exempt from property taxation new and rehabilitated multiple-unit dwellings in certain unincorporated urban centers.,Senate,972,S-3466.1,0,0,0,0,Multiple-unit dwellings,Bill,B,(Conway),1,0
1,0,2011-12,SSB 6277,6277,,,,,2012-03-29,1,1,SSB 6277,Effective date 6/7/2012.,0,C 194 L 12,0,0,2012-02-27,AN ACT Relating to creating authority for counties to exempt from property taxation new and rehabilitated multiple-unit dwellings in certain unincorporated urban centers;,1,Creating authority for counties to exempt from property taxation new and rehabilitated multiple-unit dwellings in certain unincorporated urban centers.,Senate,972,S-4839.2,0,0,0,0,Multiple-unit dwellings,Bill,B,WM(Conway),1,1
1,0,2011-12,SB 6278,6278,,2011-12,HB 2309,HEducation,2012-04-11,0,0,SB 6278,"By resolution, reintroduced and retained in present status.",0,S EL/K-12,0,0,2012-01-16,AN ACT Relating to provisional school employees;,0,Regarding provisional school employees' contracts.,Senate,12072,Z-0796.3,0,0,0,1,Provisional school employees,Bill,B,(Hobbs),1,0
1,0,2011-12,SB 6279,6279,,,,,2012-04-11,0,0,SB 6279,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2012-01-16,AN ACT Relating to improving water quality to support shellfish resources;,0,Improving water quality to support shellfish resources.,Senate,13161,S-3776.2,0,0,0,0,Shellfish & water quality,Bill,B,(Nelson),1,0
1,0,2011-12,SSB 6279,6279,,,,,2012-04-11,0,0,SSB 6279,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2012-02-02,AN ACT Relating to improving water quality to support the health of marine waters of Washington state;,0,Improving water quality to support the health of marine waters of Washington state.,Senate,13161,S-4295.4,0,0,0,0,Health of marine waters,Bill,B,(Nelson),1,1
0,0,2011-12,SB 6280,6280,,,,,2012-02-14,0,0,SB 6280,1st substitute bill substituted.,0,S subst for,0,0,2012-01-16,AN ACT Relating to crimes against pharmacies;,1,Concerning robberies of pharmacies.,Senate,1586,S-3699.1,0,0,0,0,Crimes against pharmacies,Bill,B,(Carrell),1,0
1,0,2011-12,ESSB 6280,6280,,,,,2012-04-11,0,1,ESSB 6280,"By resolution, reintroduced and retained in present status.",0,S Rules 3,0,1,2012-02-03,AN ACT Relating to crimes against pharmacies;,1,Concerning crimes against pharmacies.,Senate,1586,S-4222.1,0,0,0,0,Crimes against pharmacies,Bill,B,(Carrell),1,1
1,0,2011-12,SB 6281,6281,,,,,2012-04-11,0,0,SB 6281,"By resolution, reintroduced and retained in present status.",0,S Lab/Comm/CP,0,0,2012-01-16,AN ACT Relating to the regulation of event personnel;,1,Concerning the regulation of event personnel.,Senate,143,S-3376.1,0,0,0,0,Event personnel,Bill,B,(Fraser),1,0
1,0,2011-12,SB 6282,6282,,,,,2012-04-11,0,0,SB 6282,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2012-01-16,AN ACT Relating to the registration of international student visitor exchange programs;,0,Revising requirements for the registration of international student visitor exchange programs.,Senate,143,S-3282.4,0,0,0,0,Intern'l student exchange,Bill,B,(Fraser),0,0
1,0,2011-12,SB 6283,6283,,2011-12,HB 2468,HJudiciary,2012-04-11,0,0,SB 6283,"By resolution, reintroduced and retained in present status.",0,S Judiciary,0,0,2012-01-16,AN ACT Relating to reducing criminal justice expenses by eliminating the death penalty in favor of life incarceration;,1,Reducing criminal justice expenses by eliminating the death penalty in favor of life incarceration.,Senate,1595,S-3784.1,0,0,0,0,Death penalty elimination,Bill,B,(Regala),1,0
0,0,2011-12,SB 6284,6284,,2011-12,HB 2680,HTrans,2012-02-11,0,0,SB 6284,2nd substitute bill substituted.,0,S subst for,0,0,2012-01-16,AN ACT Relating to reforming Washington's approach to certain nonsafety civil traffic infractions by authorizing a civil collection process for unpaid traffic fines and removing the requirement for law enforcement intervention for the failure to appear and pay a traffic ticket;,0,Reforming Washington's approach to certain nonsafety civil traffic infractions by authorizing a civil collection process for unpaid traffic fines and removing the requirement for law enforcement intervention for the failure to appear and pay a traffic ticket.,Senate,2304,S-3426.3,0,0,0,0,Civil traffic infractions,Bill,B,(Kline),0,0
0,0,2011-12,SSB 6284,6284,,,,,2012-02-11,0,0,SSB 6284,2nd substitute bill substituted.,0,S subst for,0,0,2012-02-03,AN ACT Relating to reforming Washington's approach to certain nonsafety civil traffic infractions by authorizing a civil collection process for unpaid traffic fines and removing the requirement for law enforcement intervention for the failure to appear and pay a traffic ticket;,1,Reforming Washington's approach to certain nonsafety civil traffic infractions by authorizing a civil collection process for unpaid traffic fines and removing the requirement for law enforcement intervention for the failure to appear and pay a traffic ticket.,Senate,2304,S-4117.5,0,0,0,0,Civil traffic infractions,Bill,B,(Kline),1,1
1,0,2011-12,E2SSB 6284,6284,,,,,2012-03-23,0,1,E2SSB 6284,Effective date 6/7/2012***.,0,C 82 L 12,0,1,2012-02-07,AN ACT Relating to reforming Washington's approach to certain nonsafety civil traffic infractions by authorizing a civil collection process for unpaid traffic fines and removing the requirement for law enforcement intervention for the failure to appear and pay a traffic ticket;,0,Reforming Washington's approach to certain nonsafety civil traffic infractions by authorizing a civil collection process for unpaid traffic fines and removing the requirement for law enforcement intervention for the failure to appear and pay a traffic ticket.,Senate,2304,S-4581.1,0,0,0,0,Civil traffic infractions,Bill,B,TRAN(Kline),0,2
1,0,2011-12,SB 6285,6285,,,,,2012-04-11,0,0,SB 6285,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2012-01-16,AN ACT Relating to the use of geothermal resources;,0,Concerning the use of geothermal resources.,Senate,2304,S-3499.3,0,0,0,0,Geothermal resources,Bill,B,(Kline),1,0
1,0,2011-12,SSB 6285,6285,,,,,2012-04-11,0,0,SSB 6285,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2012-02-01,AN ACT Relating to the use of geothermal resources;,0,Concerning the use of geothermal resources.,Senate,2304,S-4071.1,0,0,0,0,Geothermal resources,Bill,B,(Kline),0,1
1,0,2011-12,SB 6286,6286,,,,,2012-04-11,0,0,SB 6286,"By resolution, reintroduced and retained in present status.",0,S Judiciary,0,0,2012-01-16,AN ACT Relating to attorney general powers;,0,Revising the statutory powers of the attorney general.,Senate,2304,S-3163.1,0,0,0,0,Attorney general powers,Bill,B,(Kline),1,0
1,0,2011-12,SB 6287,6287,,,,,2012-04-11,0,0,SB 6287,"By resolution, reintroduced and retained in present status.",0,S Lab/Comm/CP,0,0,2012-01-16,AN ACT Relating to establishing completion rate requirements for apprenticeship training programs in certain construction trades as part of apprenticeship utilization requirements;,0,Establishing completion rate requirements for apprenticeship training programs in certain construction trades as part of apprenticeship utilization requirements.,Senate,644,S-3691.1,0,0,0,0,Apprenticeship training,Bill,B,(Kohl-Welles),1,0
1,0,2011-12,SB 6288,6288,,2011-12,HB 2345,HHi Ed,2012-04-11,0,0,SB 6288,"By resolution, reintroduced and retained in present status.",0,S HighEd&WorkDev,0,0,2012-01-17,AN ACT Relating to higher education registration priority for eligible veterans and national guard members;,0,Creating a higher education registration priority for eligible veterans and national guard members.,Senate,11998,S-3820.1,0,0,0,0,Veterans & national guard,Bill,B,(Rolfes),0,0
1,0,2011-12,SB 6289,6289,,,,,2012-03-15,0,0,SB 6289,Effective date 6/7/2012.,0,C 40 L 12,0,0,2012-01-17,AN ACT Relating to facilitating self-employment training;,0,Facilitating self-employment training.,Senate,11998,S-3488.2,0,0,0,0,Self-employment training,Bill,B,(Rolfes),1,0
1,0,2011-12,SB 6290,6290,,2011-12,HB 2524,HRules 3C,2012-03-16,0,0,SB 6290,Effective date 6/7/2012.,0,C 45 L 12,0,0,2012-01-17,AN ACT Relating to military spouses or registered domestic partners occupational licensing status during deployment or placement outside Washington state;,0,Concerning military spouses or registered domestic partners occupational licensing status during deployment or placement outside Washington state.,Senate,10038,Z-0954.2,0,1,0,0,Military spouses & partners,Bill,B,(Kilmer),1,0
1,0,2011-12,SB 6291,6291,,,,,2012-04-11,0,0,SB 6291,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2012-01-17,AN ACT Relating to sealing juvenile records;,0,Concerning the sealing of juvenile records.,Senate,15778,S-3755.1,0,0,0,0,Sealing juvenile records,Bill,B,(Harper),1,0
1,0,2011-12,SB 6292,6292,,,,,2012-04-11,0,0,SB 6292,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2012-01-17,AN ACT Relating to access to juvenile records;,0,Making juvenile records confidential.,Senate,15778,S-3754.1,0,0,0,0,Juvenile records access,Bill,B,(Harper),1,0
1,0,2011-12,SSB 6292,6292,,,,,2012-04-11,0,0,SSB 6292,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2012-02-03,AN ACT Relating to access to juvenile records;,0,Making juvenile records confidential.,Senate,15778,S-4466.2,0,0,0,0,Juvenile records access,Bill,B,(Harper),1,1
1,0,2011-12,2SSB 6292,6292,,,,,2012-04-11,0,0,2SSB 6292,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2012-02-07,AN ACT Relating to juvenile offenses;,0,Changing provisions concerning juvenile offenses.,Senate,15778,S-4587.1,0,0,0,0,Juvenile offenses,Bill,B,WM(Harper),0,2
